transaction_id,customer_id,store_id,transaction_date,total_amount,customer_phone
T00124,C000387,S07,2025-06-20 01:14:51.820873,100.0,+916965081954
T00125,C000809,S04,2024-05-09 08:51:10.820873,815.85,+918605585995
T00126,C000799,S07,2024-07-05 18:54:28.820873,5588.95,+917136688451
T00127,C000163,S07,2025-08-24 18:03:18.820873,122.9,+916106456634
T00128,C001059,S10,2025-11-02 19:13:52.820873,204.47,+918661938440
T00129,C000584,S09,2024-08-25 00:21:59.820873,454.67,+916754603440
T00130,C000386,S02,2024-05-27 14:18:26.820873,220.48,+918371901750
T00131,C000594,S02,2025-09-06 01:54:41.820873,100.0,+919441652418
T00132,C001266,S08,2024-08-28 08:00:24.820873,438.02,+916222424647
T00133,C001008,S04,2024-10-16 10:02:21.820873,112.76,+917668247132
T00134,C000312,S01,2025-05-23 10:08:19.820873,712.17,+919265068044
T00135,C000381,S02,2024-09-06 19:08:02.820873,133.85,+919984324182
T00136,C000257,S08,2023-12-01 17:48:33.820873,2591.32,+919239406957
T00137,C000185,S03,2023-12-09 03:18:13.820873,157.61,+918852879124
T00138,C000445,S06,2025-01-26 20:40:37.820873,274.11,+917652244897
T00139,C001610,S08,2024-12-08 02:12:55.820873,1070.86,+916809000407
T00140,C001428,S01,2024-10-26 12:15:14.820873,100.0,+917381280467
T00141,C001728,S03,2024-01-19 19:02:10.820873,530.04,+918246711008
T00142,C001589,S07,2024-02-05 05:06:36.820873,1936.37,+916213249628
T00143,C000963,S03,2024-06-06 18:26:17.820873,100.0,+918027530378
T00144,C001674,S07,2023-12-05 13:46:24.820873,503.49,+918843139149
T00145,C001996,S04,2024-12-22 01:27:38.820873,551.07,+917107263953
T00146,C000507,S01,2024-06-14 02:06:41.820873,1030.9,+919429590757
T00147,C001506,S02,2025-05-09 16:55:20.820873,100.0,+916234096568
T00148,C000969,S07,2025-10-20 20:41:47.820873,100.0,+916571186857
T00149,C001918,S06,2024-05-04 08:14:24.820873,754.71,+919490272519
T00150,C001492,S01,2025-06-08 04:17:57.820873,576.16,+916730596287
T00151,C000251,S05,2025-03-30 08:34:51.820873,544.89,+917403792057
T00152,C000612,S04,2024-11-26 11:13:46.820873,611.39,+917388168801
T00153,C001769,S04,2024-03-17 17:55:27.820873,178.39,+918828049969
T00154,C001297,S07,2024-10-20 09:52:53.820873,533.1,+918188382776
T00155,C000343,S05,2025-07-13 13:41:21.820873,573.46,+917237401063
T00156,C000811,S04,2023-12-02 10:51:43.820873,171.19,+919153363918
T00157,C001191,S08,2025-10-28 07:02:25.820873,3785.49,+917494324956
T00158,C000318,S06,2024-02-22 18:23:19.820873,712.37,+918376658660
T00159,C000323,S08,2024-02-25 07:51:26.820873,100.0,+916220661337
T00160,C000694,S01,2024-01-23 22:16:37.820873,887.02,+917293434554
T00161,,S03,2025-11-11 04:51:39.820873,125.26,
T00162,C001621,S02,2024-03-31 03:05:41.820873,1037.43,+919893501680
T00163,C000477,S06,2025-06-17 08:48:14.820873,1620.22,+919930994199
T00164,C001550,S06,2025-02-14 16:21:31.820873,150.68,+918416708343
T00165,C000044,S07,2024-11-23 14:14:18.820873,1281.84,+917554762903
T00166,C000514,S01,2025-04-03 01:15:43.820873,662.05,+918045460840
T00167,C001145,S05,2025-06-01 03:10:36.820873,1081.9,+916317677825
T00168,C000389,S10,2024-06-02 05:07:32.820873,3929.04,+918140506492
T00169,C000713,S06,2025-03-16 19:21:26.820873,300.53,+916572989855
T00170,C001777,S10,2025-06-12 15:10:15.820873,163.29,+918603440682
T00171,C000142,S09,2024-04-30 01:41:40.820873,138.74,+918597724331
T00172,C000606,S05,2025-05-30 22:41:57.820873,151.57,+917099375147
T00173,C000930,S01,2025-09-07 03:45:15.820873,367.78,+917296847488
T00174,C000777,S03,2023-12-13 07:53:48.820873,607.52,+918257845661
T00175,C001755,S06,2025-08-19 18:01:37.820873,562.3,+916418488804
T00176,C000657,S02,2025-09-28 04:57:21.820873,1088.57,+918565153945
T00177,C001678,S07,2024-06-05 04:24:49.820873,409.77,+918037516736
T00178,C001400,S08,2025-06-09 14:56:41.820873,2308.24,+919452710250
T00179,C001256,S05,2024-10-19 00:15:12.820873,293.66,+916560898021
T00180,C001313,S06,2024-03-15 12:50:15.820873,10553.4,+918751086697
T00181,C001072,S02,2024-01-06 14:03:28.820873,854.74,+919947728706
T00182,C000366,S01,2024-06-16 13:13:50.820873,144.23,+916391883149
T00183,C000995,S04,2024-03-03 10:29:29.820873,111.6,+919778342396
T00184,C001170,S07,2025-09-27 03:10:12.820873,719.8,+917369705770
T00185,C001077,S10,2025-11-11 06:49:30.820873,308.54,+918826557688
T00186,C000525,S01,2024-12-02 17:22:09.820873,950.32,+918719043833
T00187,C001241,S02,2023-12-06 16:55:58.820873,711.86,+919558302256
T00188,C001343,S08,2024-02-13 02:22:28.820873,369.67,+917050340486
T00189,C001641,S01,2024-11-27 05:38:59.820873,146.04,+917358856601
T00190,C001523,S07,2024-12-04 11:27:20.820873,100.0,+916368110105
T00191,C001687,S10,2024-08-22 04:35:38.820873,236.08,+916857917067
T00192,C000084,S02,2024-09-29 12:10:14.820873,1127.41,+919692105921
T00193,C001935,S04,2025-05-07 12:52:08.820873,521.61,+916269986628
T00194,C000208,S04,2025-05-20 23:21:45.820873,100.0,+916835092972
T00195,C000389,S04,2025-05-15 09:14:57.820873,496.62,+918140506492
T00196,C000510,S10,2025-08-24 15:50:47.820873,640.58,+918529104043
T00197,C001144,S09,2025-01-21 13:10:28.820873,139.68,+919071916904
T00198,C001570,S10,2024-11-24 02:02:04.820873,485.16,+919182333695
T00199,C001439,S07,2024-03-08 15:24:23.820873,432.62,+919604432125
T00200,C001623,S03,2025-06-08 23:57:11.820873,102.35,+919610515710
T00201,C001034,S06,2025-09-26 15:05:31.820873,619.77,+917267841227
T00202,C001094,S10,2025-02-18 22:09:38.820873,790.72,+916797737957
T00203,C001849,S06,2025-06-08 21:09:12.820873,1479.8,+919858090129
T00204,C001731,S06,2025-01-19 08:23:19.820873,1428.76,+916638465996
T00205,C000882,S06,2025-08-07 18:05:50.820873,100.0,+918407275865
T00206,C001154,S09,2024-06-29 22:59:19.820873,130.92,+919232747923
T00207,C001569,S09,2024-08-09 22:26:26.820873,748.48,+917897158366
T00208,C001970,S08,2025-02-23 23:47:26.820873,747.36,+918580582653
T00209,C000001,S01,2024-09-10 07:01:26.820873,748.49,+916107420369
T00210,C000034,S09,2024-04-09 20:19:21.820873,41080.05,+919620021413
T00211,C000014,S05,2024-07-07 17:09:16.820873,800.37,+916398340369
T00212,C001753,S06,2023-12-15 19:22:49.820873,1576.05,+918576770578
T00213,C001883,S09,2025-04-30 05:35:17.820873,1267.5,+917692568000
T00214,C001169,S10,2024-04-29 12:45:57.820873,881.54,+916419287737
T00215,C000078,S08,2024-11-21 15:01:00.820873,276.35,+916519709079
T00216,C000284,S05,2024-12-03 06:31:43.820873,1003.01,+917152750071
T00217,C000512,S04,2024-08-11 20:16:00.820873,159.59,+916544423789
T00218,C000189,S10,2025-01-06 06:03:07.820873,303.63,+917400944900
T00219,C001880,S04,2024-02-10 21:09:17.820873,225.33,+916047889782
T00220,C001624,S08,2024-05-19 03:06:38.820873,445.08,+916777972586
T00221,C001692,S10,2024-02-29 07:00:17.820873,6487.23,+917007192464
T00222,C001316,S05,2024-01-01 06:18:53.820873,100.0,+918196036938
T00223,C000782,S02,2024-01-19 21:30:28.820873,919.21,+918747893988
T00224,C000713,S07,2025-01-22 13:43:18.820873,100.0,+916572989855
T00225,C001782,S04,2025-09-22 07:15:43.820873,228.99,+916593478613
T00226,C001902,S01,2025-09-03 08:21:01.820873,1490.31,+918978379982
T00227,C000784,S01,2024-10-01 04:25:30.820873,435.78,+918159783506
T00228,C000085,S06,2025-05-29 05:54:03.820873,110.69,+918208283728
T00229,C000307,S06,2025-04-20 17:22:19.820873,171.0,+916990153355
T00230,C000314,S01,2025-10-12 23:38:14.820873,911.89,+917272368870
T00231,C001989,S08,2025-07-25 06:16:38.820873,167.93,+917842353139
T00232,,S02,2024-07-08 01:03:33.820873,523.09,
T00233,C000594,S07,2024-04-22 14:08:45.820873,426.11,+919441652418
T00234,,S02,2025-03-25 06:08:18.820873,184.58,+917500674245
T00235,C001527,S01,2025-06-06 23:52:01.820873,5285.56,+919515023631
T00236,C000538,S02,2025-01-05 03:36:13.820873,863.25,+916288335378
T00237,C000890,S03,2024-04-10 02:50:34.820873,100.0,+916867875464
T00238,C001146,S04,2025-04-05 23:43:34.820873,504.59,+918058297345
T00239,C001336,S10,2024-06-11 05:45:52.820873,182.34,+917546720356
T00240,C001262,S09,2024-08-01 18:09:19.820873,1122.06,+919788795778
T00241,C000147,S05,2025-02-05 21:06:29.820873,155.86,+916189351213
T00242,C001403,S10,2024-02-22 13:25:48.820873,351.54,+917598757527
T00243,C001376,S07,2025-01-29 22:37:55.820873,739.51,+918542172946
T00244,C000714,S04,2024-10-16 21:52:36.820873,1140.14,+918345111169
T00245,C001217,S01,2024-09-30 15:29:43.820873,100.0,+919189091602
T00246,C000717,S10,2025-02-18 08:01:20.820873,270.05,+919485356009
T00247,C000299,S08,2024-01-07 17:50:02.820873,228.16,+917924895021
T00248,C000409,S06,2024-04-30 12:27:26.820873,184.2,+919028930672
T00249,C000231,S01,2024-07-29 07:56:35.820873,3356.13,+917781844052
T00250,C001898,S03,2025-12-01 18:09:21.130813,655.88,+916429690260
T00251,C000704,S02,2024-10-01 01:43:09.820873,100.0,+918248349034
T00252,C000965,S01,2024-10-27 16:56:34.820873,1213.71,+919289204852
T00253,C001516,S09,2024-06-26 16:45:11.820873,5149.15,+917664416298
T00254,C001120,S09,2024-08-14 05:18:51.820873,1392.64,+917551019709
T00255,C000990,S10,2024-04-15 10:00:09.820873,100.0,+919318026336
T00256,C000772,S10,2025-10-03 04:30:47.820873,225.64,+917550038771
T00257,C000090,S05,2024-05-15 11:31:17.820873,1845.11,+916817804383
T00258,C000582,S04,2025-11-06 07:49:56.820873,172.57,+917243165953
T00259,C000556,S01,2025-03-14 09:10:19.820873,687.17,+916112759345
T00260,C001936,S01,2024-01-30 23:28:59.820873,1022.05,+917005102559
T00261,C001353,S05,2025-10-01 22:26:53.820873,132.65,+917721959126
T00262,C001771,S02,2023-12-12 19:58:56.820873,375.62,+918277897510
T00263,C001777,S07,2024-07-16 23:11:38.820873,100.0,+918603440682
T00264,C001042,S02,2024-10-12 02:58:44.820873,118.01,+918756550636
T00265,C001776,S10,2025-05-20 12:32:16.820873,297.95,+917663894274
T00266,C000382,S04,2025-04-19 02:00:28.820873,100.0,+919783207393
T00267,C001149,S01,2024-01-02 18:20:25.820873,2860.91,+919013496306
T00268,C001889,S09,2024-09-30 21:28:40.820873,100.0,+916834624758
T00269,,S07,2024-05-01 10:00:07.820873,237.92,+918303778262
T00270,C000711,S06,2025-12-09 07:20:19.130712,471.96,+917035627944
T00271,C000620,S04,2025-04-19 19:22:38.820873,2274.53,+918768821397
T00272,C001663,S01,2025-08-24 18:42:53.820873,100.0,+917862577974
T00273,C001800,S07,2023-12-24 05:32:16.820873,1629.12,+918935139119
T00274,C001944,S05,2024-07-10 14:51:23.820873,408.41,+917568937696
T00275,C000700,S07,2025-09-25 14:19:50.820873,124.24,+917251003660
T00276,C000180,S07,2025-05-10 07:37:53.820873,702.41,+916496694873
T00277,C001788,S04,2025-01-23 18:05:03.820873,512.28,+918948973070
T00278,C001174,S03,2025-02-01 20:42:23.820873,196.32,+918216176949
T00279,C001864,S10,2024-10-26 01:41:12.820873,438.68,+918706762540
T00280,C001111,S03,2024-06-22 09:05:19.820873,254.07,+917253474844
T00281,C000284,S10,2025-05-30 16:41:56.820873,462.3,+917152750071
T00282,C001767,S03,2024-10-05 04:24:15.820873,892.97,+919979830631
T00283,C001863,S03,2025-02-05 14:37:04.820873,2705.98,+917750769451
T00284,C001344,S10,2024-05-02 20:53:33.820873,100.0,+917563267151
T00285,C000139,S09,2025-05-21 13:38:36.820873,5216.8,+919771526597
T00286,C000378,S06,2024-04-20 10:24:23.820873,100.0,+918674192109
T00287,C001568,S06,2025-01-20 00:18:22.820873,336.25,+918772636814
T00288,C000622,S08,2025-09-05 19:18:06.820873,817.28,+917987331439
T00289,C000312,S04,2025-12-19 21:28:10.131928,565.21,+919265068044
T00290,C000379,S01,2025-08-11 07:47:43.820873,191.09,+919264134512
T00291,C000547,S10,2025-06-26 07:37:42.820873,314.27,+917510308881
T00292,C000473,S10,2024-07-17 17:44:25.820873,223.27,+918510666490
T00293,C001408,S01,2024-11-24 12:13:36.820873,198.89,+919887280261
T00294,C001410,S08,2024-04-09 03:37:19.820873,1118.25,+916721508131
T00295,C001733,S10,2025-03-18 08:58:59.820873,619.19,+918171396180
T00296,C000766,S03,2024-12-24 03:13:33.820873,175.65,+919828240439
T00297,C000971,S03,2024-05-08 16:22:09.820873,1187.4,+917688173960
T00298,C000464,S01,2025-01-14 09:52:46.820873,583.33,+918155192095
T00299,C001896,S05,2025-01-18 17:26:09.820873,1070.02,+917420993922
T00300,C001521,S04,2024-06-19 11:44:27.820873,858.82,+918423420650
T00301,C000363,S08,2025-08-16 03:10:16.820873,149.19,+918020785643
T00302,C001409,S06,2025-03-05 18:19:05.820873,205.98,+916183379287
T00303,C000876,S07,2024-01-05 07:28:01.820873,989.06,+918620258967
T00304,C001506,S07,2024-10-08 23:41:01.820873,839.2,+916234096568
T00305,C001253,S10,2025-07-24 04:51:14.820873,393.44,+919542693668
T00306,C001076,S01,2025-05-09 13:18:47.820873,464.42,+919862514132
T00307,C000925,S08,2024-01-05 18:16:46.820873,1869.07,+918874432021
T00308,C001063,S09,2025-01-01 10:45:43.820873,198.37,+918426665919
T00309,C001143,S07,2025-05-05 08:17:39.820873,777.84,+917039472999
T00310,C001972,S01,2024-06-04 19:56:04.820873,316.51,+918833169800
T00311,C000901,S07,2024-09-29 19:44:34.820873,310.69,+918050625761
T00312,C000945,S03,2025-01-28 20:03:09.820873,1507.99,+917918767949
T00313,C001256,S01,2025-10-30 04:09:19.820873,1086.26,+916560898021
T00314,C001851,S03,2025-03-12 08:51:24.820873,1070.85,+916412129737
T00315,C000926,S02,2025-04-18 13:27:12.820873,1932.51,+916603923411
T00316,C000369,S10,2025-11-05 05:13:37.820873,413.73,+917416495962
T00317,C000278,S07,2025-01-19 21:06:35.820873,914.47,+916453285987
T00318,C000924,S01,2024-05-25 01:51:03.820873,278.02,+917408434291
T00319,C001209,S04,2025-03-02 12:36:59.820873,595.26,+918170839755
T00320,C000513,S06,2025-11-01 08:56:49.820873,345.1,+918259520140
T00321,C001858,S03,2024-03-28 12:39:11.820873,453.23,+916102018113
T00322,C000234,S08,2025-09-02 22:32:50.820873,824.01,+917672790155
T00323,C000175,S09,2025-11-16 23:19:02.820873,151.13,+919766851291
T00324,C001489,S09,2025-08-10 15:09:17.820873,4968.46,+919432514526
T00325,C000776,S09,2024-12-16 10:55:53.820873,120.64,+919079206353
T00326,C001574,S03,2024-11-01 05:55:19.820873,100.0,+917732526008
T00327,C001785,S03,2024-05-07 14:35:52.820873,1619.27,+919696710765
T00328,C000367,S01,2025-01-25 20:32:57.820873,1043.14,+917753841726
T00329,C000634,S08,2024-09-14 08:08:29.820873,853.16,+917755651176
T00330,C000371,S02,2024-04-05 16:43:07.820873,857.49,+919494239516
T00331,C000008,S10,2024-08-08 09:46:39.820873,397.54,+916854001193
T00332,C000940,S08,2025-04-17 05:07:16.820873,137.45,+917604706474
T00333,C001654,S01,2025-08-07 03:17:58.820873,441.85,+916818520766
T00334,C000488,S04,2025-07-18 02:39:11.820873,179.0,+919580684522
T00335,C000930,S07,2025-02-17 12:13:26.820873,1300.03,+917296847488
T00336,C001232,S10,2023-11-29 18:14:34.820873,338.16,+918448450685
T00337,C001807,S09,2024-09-03 07:53:52.820873,149.82,+919368573654
T00338,C001288,S09,2024-06-22 11:06:50.820873,274.33,+919231729466
T00339,C000379,S03,2024-01-19 09:07:05.820873,662.17,+919264134512
T00340,C000715,S01,2024-04-19 10:30:49.820873,205.11,+919566470640
T00341,C001367,S10,2025-08-01 20:11:56.820873,150.41,+916446457642
T00342,C000679,S02,2024-01-12 13:17:51.820873,540.46,+919799455941
T00343,C000854,S03,2024-05-06 19:41:13.820873,541.29,+917582084743
T00344,C001252,S10,2025-07-02 05:48:04.820873,219.57,+917708176663
T00345,C000364,S08,2025-07-07 22:26:49.820873,229.24,+919934502656
T00346,C001908,S01,2024-02-26 20:13:48.820873,532.97,+918918774631
T00347,C000662,S06,2024-12-15 11:47:48.820873,100.0,+917907818922
T00348,C001554,S07,2025-06-08 11:41:48.820873,100.0,+918456821088
T00349,C000600,S08,2024-04-08 13:46:32.820873,170.35,+916951644750
T00350,C001423,S05,2024-10-26 04:31:20.820873,312.27,+917070081452
T00351,C000848,S09,2024-06-24 16:56:39.820873,585.86,+917408602588
T00352,C001254,S01,2024-03-14 06:08:09.820873,2369.48,+917153356934
T00353,C001495,S09,2024-02-21 02:56:33.820873,1129.12,+918551341740
T00354,C001483,S10,2025-11-15 19:47:21.820873,332.98,+916714418166
T00355,C000875,S10,2024-10-12 18:47:13.820873,394.33,+918346225613
T00356,C001077,S10,2025-08-22 22:12:59.820873,121.14,+918826557688
T00357,C001899,S03,2025-08-14 05:49:04.820873,394.57,+916299826879
T00358,C001017,S09,2025-09-01 03:27:18.820873,285.32,+919734361749
T00359,C001009,S03,2025-08-08 17:48:22.820873,594.23,+916873324617
T00360,C001452,S05,2024-06-08 09:23:26.820873,149.5,+919463656690
T00361,C000243,S01,2025-03-14 08:06:19.820873,752.36,+919110335359
T00362,C001632,S02,2024-06-23 07:44:08.820873,2538.39,+917991836726
T00363,C000850,S07,2024-01-08 21:29:09.820873,354.07,+919175352477
T00364,C000717,S09,2025-09-05 17:03:50.820873,653.31,+919485356009
T00365,C000024,S04,2025-10-29 19:35:12.820873,923.5,+919673561638
T00366,C000522,S02,2024-10-03 20:15:57.820873,249.27,+916315640205
T00367,C001038,S09,2024-10-19 09:33:22.820873,527.9,+917105209993
T00368,C000234,S06,2024-11-06 23:45:09.820873,409.57,+917672790155
T00369,C001484,S10,2025-08-14 10:23:35.820873,453.6,+919787176141
T00370,C001705,S03,2024-06-08 21:22:00.820873,159.55,+919659306670
T00371,C001708,S06,2025-10-12 02:46:36.820873,415.47,+917600399955
T00372,C001877,S08,2023-12-30 08:50:25.820873,733.33,+919422102965
T00373,C000279,S08,2024-05-01 08:10:07.820873,2301.63,+918729817240
T00374,C000944,S09,2024-11-01 02:10:15.820873,1275.54,+919750086519
T00375,C001606,S07,2024-01-20 04:18:17.820873,5344.48,+918939532043
